 новый счет в случае ареста предыдущего;;Account-Open_Accout-ifOther-Blocked
возможно ли открыть счет клиенту если на другой его счет наложен арест;;Account-Open_Accout-ifOther-Blocked
чи можливо до платіжної картки резидента відкрити додаткову картку нерезиденту;;Nonresident-Card-Open_Account
який статус має місцем реєстрації в криму;;Client-Status-Crimea
статус реєстрації в криму;;Client-Status-Crimea
какой статус имеет место регистрации в крыму;;Client-Status-Crimea
чи підлягає обміну посвідка на постійне проживання;;Residence.Certificate.Exchange
подлежит ли обмену вид на жительство;;Residence.Certificate.Exchange
подлежит ли обмену вид на жительство;;Residence.Certificate.Exchange
який строк дії посвідки на тимчасове проживання;;TemporaryResidence-Certificate-Term
какой срок действия вида на жительство;;TemporaryResidence-Certificate-Term
який статус має фізична особа із посвідкою на тимчасове проживання;;NaturalPerson-Certificate-LivingLocation-Temporary
фізична особа із посвідкою на тимчасове місце проживання;;NaturalPerson-Certificate-LivingLocation-Temporary
фізична особа із посвідкою на тимчасове місце проживання;;NaturalPerson-Certificate-LivingLocation-Temporary
який статус має фізична особа із посвідкою на постійне проживання;;NaturalPerson-Certificate-LivingLocation-Permanent
фізична особа із посвідкою на постійне місце проживання;;NaturalPerson-Certificate-LivingLocation-Permanent
фізична особа із посвідкою на постійне місце проживання;;NaturalPerson-Certificate-LivingLocation-Permanent
какой статус имеет физическое лицо с видом на жительство на постоянной основе;;NaturalPerson-Certificate-LivingLocation-Permanent
чи можливо здійснювати банківські операції фізичною особою на підставі посвідки на постійне проживання;;Operations-Residence-Document
банківські операції на підставі посвідки на постійне проживання;;Operations-Residence-Document
чи можливо ідентифікувати фізичну особу якщо в паспорті відсутня прописка ;;Passport-Identification-MissingRegistration
 чи можливо ідентифікувати фізичну особу якщо в паспорті відсутнє місце проживання;;Passport-Identification-MissingRegistration
ідентифікація особи без прописки у паспорті;;Passport-Identification-MissingRegistration
идентификация в случае отсутствия прописки;;Passport-Identification-MissingRegistration
какие вопросы не подлежат рассмотрению юридическим управлением;;Lawyer-Management-notCompitent
питання що не розглядає юридичне управління;;Lawyer-Management-notCompitent
письменное обращение клиентов;;Client-Ask-Response
ответ на обращение;;Client-Ask-Response
ответ на обращение;;Client-Ask-Response
нотариус;;Notary
нотариус;;Notary
получили обращение клиента через сибель;;Sibel-Client-Ask
справка о закрытии депозита ;;Deposits-Break-Statement
 довідка про закриття депозита;;Deposits-Break-Statement
виписка по рахунку для посольства;;Deposits-Break-Statement
довідка про закриття депозита ;;Deposits-Break-Statement
 справка о закрытии карты;;Deposits-Break-Statement
посольство;;Embassy
государственный орган;;Goverment-Athority
нестандартная справка клиенту;;Statement-Inquiry-Special
вызвать курьера ;;Courier
 отправить курьером;;Courier
запрос бюро кредитных историй;;Loan-Bureau
жалобы на бонусы ;;Complaints
 жалоба на эсэмэс ;;Complaints
 жалоба на почту ;;Complaints
 ошибка по бонусам;;Complaints
жалоба на отделение;;Branch-Complaint
проблема с коллекторами ;;Collector-Problem
 жалоба на коллекторов ;;Collector-Problem
 пожаловались на коллекторов;;Collector-Problem
выплатить компенсацию ;;Payment-Make_Payment
 оформлення компенсації;;Payment-Make_Payment
неправильные бонусы;;Rewards_Program-Problem
неправильные бонусы;;Rewards_Program-Problem
нестандартная ситуация;;Situation-NotStandart
бумага суо;;SystemOfQueue
кофе для клиента ;;Client-Coffee
 заказ кофе для клиентов;;Client-Coffee
заказать бумагу;;Order-Payment
кассовые документы за день;;CashDesk-Daily-Documents
свод операционной кассы ;;Cashbox-Operational-Collection
 свод послеоперационной кассы;;Cashbox-Operational-Collection
меньше денег чем надо в кассе;;CashDesk-Trouble
больше денег чем надо в кассе;;CashDesk-Trouble
недостача в кассе;;CashDesk-Trouble
авторизация операций в би два;;BTwo-Operations_Authorisation
отчет би два;;BTwo-Report
удаление операций;;Operation-Delete
доступ в кассу отделения;;CashDesk-Access
сопровождение отделения с электронным кассиром;;Branch-ElectronicCahier
принять ветхие банкноты в кассу;;Old-Banknotes
принять ветхие банкноты в кассу;;Old-Banknotes
согласование распоряжений;;Order-Approval
выдача денег с текущего счета;;BankAccount-Withdraw
выдача денег с карточного счета;;Card-Account_Withdraw
выдача денег из кассы вестерн юнион ;;CashDesk-Withdraw
 выдача денег из кассы квиксофт;;CashDesk-Withdraw
прием наличных для пополнения текущего счета в укрсоцбанке;;CurrentAccount-TopUp-Ukrsocbank
прием в кассу наличных вестерн юнион ;;CashDesk-Receive_Cash
 прием в кассу наличных вестерн квиксофт;;CashDesk-Receive_Cash
продажа инвалюты ;;Foreign_Exchange
 покупка валюты;;Foreign_Exchange
продажа банковских металлов ;;Bank_Metal-Trade
 покупка банковских металлов;;Bank_Metal-Trade
платеж через юнипей без открытия счета;;Unipay-Payment
подкрепление отделений энбэу ;;Support-Branch-OtherBanks
 подкрепление отделений укрсоцбанка;;Support-Branch-OtherBanks
подкрепление отделений других банков;;Support-Branch-OtherBanks
удалить ошибочный кассовый документ;;Paperwork-Delete
доступ в модуль саб;;Sab-Module
выплата из фонда по би два ;;BTwo-Payment
 выплата из фонда по старой схеме;;BTwo-Payment
выплата из фонда через пэцээф ;;PCF-Foundation-Payment
 выплата из фонда через процессинговый центр;;PCF-Foundation-Payment
вкладчика нет в реестре ;;Depositor-Not-In-Register
 вкладчик отсутствует в реестре;;Depositor-Not-In-Register
ошибка выплаты из фонда;;Foundation-Payment-Error
согласование доверенности на выплату из фонда;;Foundation-Payment-Attorney
удаление выплаты из фонда ;;Foundation-Payment-Delete
 сторно выплаты из фонда;;Foundation-Payment-Delete
обращение наследника за выплатой из фонда;;Foundation-Payment-Inheritor
согласование документов при несоответствии данных;;Paperwork-Approve-Discrepancy
идентификация физического лица резидента;;Identification
идентификация физического лица нерезидента;;Identification
идентификация публичного лица;;PublicPerson-Identification
идентификация физического лица предпринимателя;;FOP-Identification
документы подтверждающие место проживания в украине;;LivingLocation-Paperwork
источник денег физического лица нерезидента;;Money.Source.Nonresident
заполнение анкеты клиентом ;;Questionnaire-Fill
 заполнение анкеты доверенным лицом;;Questionnaire-Fill
повторная идентификация ;;Identification-Repeat
 повторное установление личности;;Identification-Repeat
добавление контрагента в би два ;;BTwo.Add.Couterparty
 закрытие контрагента в би два;;BTwo.Add.Couterparty
смена резидентности физического лица;;Change-Residency
снятие признака фоп в би два;;BTwo-FOP-Delete
удаление признака фоп в би два;;BTwo-FOP-Delete
формирование досье по идентификации клиента;;Client-Dossier
открытие текущего счета физического лица ;;Investments-New_Account-Nonresident
 закрытие текущего счета физического лица;;Investments-New_Account-Nonresident
открытие счета физическому лицу нерезиденту инвестору;;CurrentAccount-Application
открытие счета адвокату;;Account-Open_Account-Lawyer
открытие текущего счета третьему лицу;;CurrentAccount-Application
приходная операция по текущему счету физического лица ;;BankAccount-Activity
 расходная операция по текущему счету физического лица;;BankAccount-Activity
выплата наследнику по текущему счету физического лица;;BankAccount-Activity
безналичный перевод по текущему счету физического лица в национальной валюте;;BankAccount-Activity
нотариальная доверенность на текущий счет физического лица ;;BankAccount-Attornney
 внутренняя доверенность на текущий счет физического лица;;BankAccount-Attornney
распоряжения по текущему счету физического лица;;BankAccount-Orders
справка по текущему счету физического лица;;BankAccount-Statement
уведомление налоговой о текущем счете фоп;;BankAccount.FOP.Notify
выписка по текущему счету;;BankAccount-Statement
удержание комиссии по тарифам банка;;Account-Fees
блокировка текущего счета ;;BankAccount-Block
 разблокировка текущего счета;;BankAccount-Block
перевод текущего счета физического лица в другое отделение;;BankAccount-Change-Branch
формирование досье по текущему счету физического лица;;Client-Dossier
открытие депозитного счета физического лица ;;DepositAccount-Application-NaturalPerson
 закрытие депозитного счета физического лица;;DepositAccount-Application-NaturalPerson
открытие депозитного счета третьему лицу ;;DepositAccount-Application-ThirdParty
 открытие депозита третьему лицу;;DepositAccount-Application-ThirdParty
операции с депозитным счетом физического лица;;DepositAccount-Application-NaturalPerson
валютный платежный перевод;;Currency-FundsTransfer
лоро платежи;;Loro-Payment
конверсия;;Conversion
поздняя покупка;;Late-Purchase
валютные платежи;;Currency-Payment
уточнение реквизитов по валютному платежу;;Currency-Payment
комиссия за валютные платежи;;Currency-Payment-Fees
неверно начислена комиссия;;Wrong-Account-Fees
начислить комиссию;;Charge-Fees
покрытие валютной сделки не списано;;Currency-Operation-Coverage
оплата комиссии через кассу;;CashDesk-Fees
привязка документа;;Paperwork-Link
разовые комиссии;;OneTime-Fees
смена тарифного пакета;;Tariff_Package-Change
размещение документов в сэд;;SED-Paperwork
выбор тарифного пакета;;Tariff_Package-Change
выбор балансового счета;;BalanceAccount
списание с текущего счета;;BankAccount-Activity
закрытие текущего счета ;;BankAccount-Close_Account
 открытие текущего счета;;BankAccount-Close_Account
проверка гроди ;;GRODI
 запросы гроди;;GRODI
ответы гроди;;GRODI
ответы гроди;;GRODI
дополнительное соглашение с фондом гарантирования вкладов;;Fond.AdditionalAgreement
заполнение анкеты финансового мониторинга;;FinancialMonitoring.Questionnaire
идентификация учредителей ;;Founder-Identification
 идентификация руководителей;;Founder-Identification
паспорт ;;Passport
 идентификационный код;;Passport
нотариальная доверенность фоп;;FOP-Notary-Attorney
несовместимость параметров при открытии счета;;Account-Open_Account-Discrepancy
пакет документов для открытия счета;;Account-Open_Account-Paperwork
правильность проставления параметров;;Parameters-Correct
заверение устава;;Statute-Approval
актуальность устава;;Statute-Actual
согласование открытия счетов;;Account-Open_Account-Approval
пакет документов для открытия сибель;;Sibel-Open-Paperwork
пакет документов для открытия альфа флоу ;;AlfaFlow-Open
 пакет документов для открытия сэд;;AlfaFlow-Open
ошибка в пакете документов юридического лица;;LegalPerson-Paperwork-Problem
наименование предприятия в уставе;;Company-Name
форма опросника;;Questionnaire
контрагент не полностью публичное лицо;;Counterparty-Not_PublicPerson
порядок заполнения опросника;;Questionnaire-Fill
изменения в пакете документов;;Paperwork-Change
неполная структура собственника;;Incomplete-Owner-Structure
заработная плата;;Salary
зарплата;;Salary
налоги по заработной плате;;Salary-Taxes
налоги по зарплате;;Salary-Taxes
подоходный налог;;Income-Taxes
единый социальный взнос;;Single-Social-Payment
выплата декретных;;Parental-Benefit_Payment
пособие по родам;;Birth-Benefit
выплата дивидендов;;Dividend-Payment
доступ к счетам;;Account-Access
закон украины о публичных закупках;;PublicPurchases-Law
запрос о невыясненных счетах;;Account-Inquiry-Unknown
зарплатная ведомость;;Salary-Roll
командировочные в гривне ;;BusinessTrip-Payment
 командировочные в валюте;;BusinessTrip-Payment
изменить кассовый символ ;;CashDesk-Change-Symbol
 уточнить кассовый символ;;CashDesk-Change-Symbol
заполнение чеков;;Cheques-Fill
чековые книжки;;ChequeBooks
вексели;;PromissoryNote
взносное;;Contribution
пополнение счета через кассу;;Account-Refil-Cashdesk
изменить назначение платежа;;Payment-Change_Payment
налогообложение доходов физических лиц предпринимателей;;FOP-Taxes
внесение денежных средств нерезидентами на свои счета;;NonResident-FundsTransation
выдача справки клиентам счета которых закрыты ;;Account-Close_Account-Statement
 оплата комиссии клиентами счета которых закрыты;;Account-Close_Account-Statement
ненадлежащий получатель;;Improper-Receiver
открытие внутренних счетов;;Account-Open_Account-Internal
отчисления при получении заработной платы;;Salary-Deductions
отчисления при получении зарплаты;;Salary-Deductions
оформление доверенности сотрудникам предприятия;;Attorney-Issue-Employee
передача счетов с отделения на отделение;;Branch-Transfer_Account
несанкционированное перечисление денежных средств;;Account-Fraud
граничная сумма расчета наличными между юридическим лицом и физическим лицом;;Cash-Transfer-Legal-Natural
перезакрепить счета за другим ответственным лицом;;Account-Reassign
переподписать документ восточный регион;;East.Document.SignAgain
пополнение уставного капитала нерезидентом физическим лицом;;Statutory-Fund-Nonresident-Refill
пополнение текущего счета ;;BankAccount-Activity
 снятие денежных средств с текущих счетов;;BankAccount-Activity
выписка по счету ;;Statement-Account
 справка по счету;;Statement-Account
нотариальная доверенность фоп;;FOP-Notary-Attorney
прием платежей на счета политических партий;;Political-Account-Payment
согласовать выдачу на другом отделении;;Other-Branch-Issue
согласовать выплату на другом отделении;;Other-Branch-Issue
комиссия согласно тарифам;;Tariff-Fees
арест счета;;Account-Arrest
инкассовое поручение;;Incasso.Order
платежное требование;;Payment-Require
подготовка ответа по запросу;;Request-Answer-Prepare
порядок проведения выемки;;Removal
расходные операции по арестованному счету;;Account-Arrest
раскрытие банковской тайны;;Bank-Disclosure
пакет документов для депозитного счета юридического лица;;DepositAccount-Paperwork-LegalPerson
заключение договора на депозитный счет юридического лица;;DepositAccount-Application-LegalPerson
актуальность формы договора;;Agreement-Actual
не печатается договор;;Agreement.NotPrinted
правильность заполнения договора;;Agreement-Correct
замена на отделении;;Branch
рассылка обучающих материалов;;Material-Distriburion
согласование правильности документов проводок;;BookTransaction
сопровождение операционной деятельности отделения;;Branch
права доступа в би два;;BTwo-Access
выплата наследнику по депозитному счету физического лица;;Deposit-Inheritor-Payment
пополнение сберегательного депозита третьим лицом ;;Deposits-Refill-ThirdParty
 пополнение сберегательного депозита по доверенности;;Deposits-Refill-ThirdParty
досрочное расторжение депозита физического лица;;Deposit.Early.Break
возврат вклада если третье лицо не предъявило права;;Deposits-Return-ThirdParty-Problem
изменение счета корреспондента в действующих сделках;;Correspondent-Account-Change_Account
пролонгация депозитного счета физического лица;;DepositAccount-NaturalPerson-Extension
нотариальная доверенность на депозитный счет физического лица;;DepositAccount-NaturalPerson
внутренняя доверенность на депозитный счет физического лица;;DepositAccount-Internal-Attorney
распоряжения по депозитному счету физического лица;;DepositAccount-NaturalPerson
депозит с выдачей именного депозитного сертификата;;DepositAccount-Certificate
депозитная сделка в май альфа банк;;Deposits-MyAlfaBank
учет бланков именных депозитных сертификатов;;Deposits-Certificate-Accounting
блокировка депозитной сделки ;;Deposits-Deal-Blocked
 разблокировка депозитной сделки;;Deposits-Deal-Blocked
справка по депозитному счету физического лица;;DepositAccount-Statement
выписка по депозитному счету;;DepositAccount-Statement
начисление процентов по депозитному счету;;DepositAccount-Interest
удержание налога с дохода по депозитному счету;;DepositAccount-Taxes
ведение журналов депозитных сертификатов;;Deposits-CertificateJournal
перевод депозитного счета физического лица в другое отделение;;DepositAccount-Change-Branch
формирование досье по депозитному счету физического лица;;DepositAccoutn.NaturalPerson.Dossier
арест ;;Arrest
 эрбэтэ;;Arrest
выемки;;Removal
формирование бухгалтерских документов дня ;;Accouinting-Paperwork-Day
 удаление документов в текущем дне;;Accouinting-Paperwork-Day
согласование исправительных проводок;;BookTransaction
согласование с уэб доверенностей которые выданы в восточном регионе;;East.Attorney.UEB
согласование возврата коммисий;;Account-Fees-Refund
изменение спецпараметров или назначения платежа в документах за архивную дату;;Payment-Change_Payment
порядок передачи документов в архив;;Paperwork-Archivate
логистика пин конвертов;;Pin_Envelope
предоставление прав доступа к системам банка;;GrantAccess-Bank-System
перезакрепление ответственного оператора при декрете;;Agent-Reassign
техническая ошибка при заведении контрагента в би два;;BTwo-Technical-Error
позднее заведение сделки по покупке;;Transaction-Add
вопросы в ходе проверок регионального пенсионного фонда;;PensionFund
согласование проекта дополнительного соглашения для подписания с региональным пенсионным фондом;;Approval.Agreement.Authorities
управление продаж и координации;;Network-Support-Department
координация региональной сети;;Network-Support-Department
платіж;;Payment
платежная операция;;Payment
справка клиенту ;;Statement-Inquiry
 оформление справки клиенту ;;Statement-Inquiry
 довідка клієнту;;Statement-Inquiry
сопровождение сети;;Network-Support
неснижаемый остаток;;Minimum.Balance
звернення в сібелі;;Sibel-Ask
запрос в сибеле;;Sibel-Ask
международные переводы;;Online_Banking-International_Transfer
фонд гарантирования вкладов вектор банк;;Guarantee-Foundation-Vector_Bank
інтернет банкінг;;Online_Banking
зачисление денег;;FundsTransaction
розрахунки в податковій;;DPA-Payment
расчеты в налоговой;;DPA-Payment
кредитный комитет ;;CreditCommittee
 кредитний комітет;;CreditCommittee
поддержка розницы;;Retail-Support
касовий переказ;;CashDesk-Transfer
перевод средств;;FundsTransaction
перевод денег;;FundsTransaction
реєстрація клієнта в депеа ;;Client-Register_DPA
 регистрация клиента в гэнэа;;Client-Register_DPA
регистрация клиента в налоговой;;Client-Register_DPA
перерахування;;FundsTransfer
перерахунок відсотків;;Account-Change_Interest
выдача переводов;;FundsTransaction
логістика;;Logistics
проблема с выдачей дубликата договора;;Agreement-Copy-Trouble
видача довідки ;;Statement-Inquiry
 выдача справки;;Statement-Inquiry
довіреність;;Attorney
клиент банк;;Online_Banking
технічна підтримка;;Technical_Support
технічна служба;;Technical_Support
техподдержка;;Technical_Support
не выполнено обращение клиента ;;Client-Ask-Problem
 не ответили на обращение клиента;;Client-Ask-Problem
сейф;;DepositBox
есемес банкінг;;SMS-Banking
суперечлива транзакція;;Transactions-Controversial
кредитные продукты ;;Credit-Product
 кредитні продукти;;Credit-Product
переказ із карти на карту;;Transfer.CardToCard
индивидуальное согласование;;Individual-Approve
підтримка;;Problem
довіреність у сібелі;;Attorney.Sibel
помилка сібель;;Problem.Sibel
почта лотус;;Lotus-Mail
оформление денег наличными;;Cash-Issue
оформление наличных денег;;Cash-Issue
отбраковка кассовой проводки;;CashDesk-Operation-Cancel
подключить альфа чек;;Alerts-SetUp_Change
май альфа банк;;MyAlphaBank
управление май альфа банком;;MyAlphaBank
гэнэа ;;DPA
 податкова;;DPA
регистрация в налоговой;;DPA
консультация специалиста;;Consultancy
зачисление нераспределенных счетов;;Account-Unallocated-Transaction
копирование заявки;;Application-Copy
выпуск доверенности;;Attorney-Issue
отказ пэо слоуп;;Slolp-Refuse
ошибка пэо слоуп;;Slolp-Problem
открытие зарплатных проектов;;SalaryCard-Open_Account
проблема с заявкой в слоупе ;;Slolp-Problem
 проблема із заявкою в Слоуп;;Slolp-Problem
выдача;;Issue
бэкофис;;Backoffice
начисление заработной платы;;Payroll
заблокирована учетная запись;;User_Profile-Blocked
замена номера;;Account-Change_Phone
работа с сибель;;Sibel-Work
почта;;Mail
поменять номер телефона клиенту;;Account-Change_Phone
выписка на электронный адрес;;EStatement
возврат денежных средств;;Funds-Return
выдача средств;;Funds-Issue
социальная помощь;;Social-Help
пенсия;;Pension
заявка в слоуп;;BTwo-Help
работа в би два;;BTwo-Help
блокированная сумма;;Blocked-Sum
заказ брошюр ;;Booklet-Order
 заказ листівок;;Booklet-Order
заказ прав доступа;;Access_Right-Request
справка ;;Statement-Inquiry
 выписка;;Statement-Inquiry
удаление документа вестерн юнион;;Paperwork-Delete
прекращение ипотеки ;;HomeLoan
 припинення іпотеки;;HomeLoan
центр обслуживания клиентов;;Service.Center
разблокировать доступ;;Access-Unlock
установка принтера;;Printer-SetUp
касса;;CashDesk
пластик альфабанк;;AlfaBank-Plastic
счета физических лиц;;NaturalPerson-Account
удаление контрагента;;Remove_Counterparty
сибель;;Sibel
підключення есемес інформування;;Alerts-SetUp_Change
узнать статус по обращению в сибель;;Sibel-Ask-Status
условия кредита ;;Loan-Condition
 умови кредиту;;Loan-Condition
альфа вотч;;AlfaWatch
смена резидентности;;Change-Residency
реєстрація звернення про смерть клієнта;;Client-Death-Application
неверно проведена проводка;;BookTransactions-Problem
пакет;;Offers
инкассация банкомата;;ATM-Encashment
разблокировать терминал;;Terminal-Unblock
права доступа ;;Access-Rights
 права доступу;;Access-Rights
замена мобильного номера в би два;;BTwo-Account-Change_Phone
управление продаж региональной сети;;Control-Regional-Sell
изменение контрагента;;Counterparty-Add
изменение телефона;;Account-Change_Phone
списание моментальной рассрочки;;Loan-PayOff
моментальная рассрочка на карте;;Instant-InstallmentLoan
юридическое управление;;Lawyer-Management
перевыпуск пакета;;Account-Change_Offers
перевыпуск действующего пакета услуг в другой;;Account-Change_Offers
клиент банк юрлица;;LegalPerson
розница;;Retail
заведение заявки в слоуп ;;Slolp-Add-Application
 заведення заявки в слоуп;;Slolp-Add-Application
выпуск пакетов;;Account-Change_Offers
страховка;;Insurance
обращение клиента;;Client-Ask
ответ кредитного комитета;;CreditCommittee
система слоуп неработоспособность;;Slolp-Problem
кредитная заявка ;;Credit-Application
 кредитна заявка;;Credit-Application
кредитная заявка слоуп;;Slolp-Credit-Application
идентификация;;Identification
стоп списки;;Stop-Lists
залишок на рахунку;;Balance-Inquiry
информация;;Information
окончание срока действия доверенности;;Expired.Term.Act.Attorney
получение доступа;;Access-Application
карта карбон;;CardCarbon
меню ивээр;;EVR-Menu
изменение данных клиента;;Account-Change_Account
пакетное обслуживание;;Service-Package
рітейл сейл;;Retail-Sale
клиент является учредителем;;Client-Founder
я еду за границу;;Going-Abroad
відділ супроводу і координації регіональної мережі;;Regional-Network-Support-Department
завантаження банкомату і проводки по банкоматах;;ATM-Wiring-Load
удаление документа по банкомату;;ATM-Paperwork-Delete
выдача с карточного счета при условии неактивной карты;;Card-Closed_Account-Withdraw
вилучити;;Remove
мобілізація;;Mobilization
виконання сторно;;
сума утриманих налогів по виплаченому бонусу;;Rewards_Program-Taxes
супроводження сделок по корпоративній карті по заборгованості;;CorporateCard-Transactions_Support
супроводження операций по бэкаи;;Credit_Bureau-Operation
операции по постерминалу ;;Terminal-Operations
 операции по атээм;;Terminal-Operations
разгрузка банкомата ;;ATM-Unload
 разгрузка атээм;;ATM-Unload
сверка постерминала ;;Terminal-Reconcile
 сверка атээм;;Terminal-Reconcile
излишки в атээм;;ATM-Problem
недостача в атээм ;;ATM-Problem
 недостача в банкомате;;ATM-Problem
удалить проводку по постерминалу;;Terminal-Delete-Transaction
покрытие по банкомату;;ATM-Coverage
не проводиться проводка по разгрузке атээм ;;ATM-Problem
 не проводиться проводка по разгрузке банкомата;;ATM-Problem
лисовол екатерина евгеньевна;;-
борисенко светлана петровна;;-
бордонос екатерина сергеевна;;-
бордонос екатерина сергеевна;;-
бовда марина михайловна;;-
торговый эквайринг;;Acquiring
счет до выяснения;;Account-Clarify
расторжение кредита ;;Loan-Break_Loan
 розторгнення кредиту;;Loan-Break_Loan
расторжение договора;;Agreement-Break
закрытие кредитного договора ;;Loan-Break_Loan
 закриття кредитного договору;;Loan-Break_Loan
операции в би два;;BTwo-Operations
замена залога ;;Pledge-Replace
 заміна застави;;Pledge-Replace
установить пинкод;;Pin-Request_Pin
жалоба;;Complaints
зачисления;;Transaction
информация по комиссии;;Account-Fees
отмена комиссии;;Account-Cancel_Fees
юридичні особи;;LegalPerson
индивидульный тариф по юрлицам ;;LegalPerson-Individual-Tariff
 тариф юр лицам ;;LegalPerson-Individual-Tariff
 тариф юридическим лицам ;;LegalPerson-Individual-Tariff
 продукт юр лицам;;LegalPerson-Individual-Tariff
індивідуальне тариф по юрлицом ;;LegalPerson-Individual-Tariff
 індивідуальний тариф по юрособам;;LegalPerson-Individual-Tariff
сибель для мсб ;;Sibel-MassBusiness
 сибель для массового бизнеса ;;Sibel-MassBusiness
 сибель для среднего бизнеса ;;Sibel-MassBusiness
 сибель для массового и среднего бизнеса;;Sibel-MassBusiness
какой процесс открытия счета в ок альфа ;;OkAlfa-Account-Open_Account
 какой процесс открытия счета в окей альфа ;;OkAlfa-Account-Open_Account
 який процес відкриття рахунку в ок альфа;;OkAlfa-Account-Open_Account
вопрос по ок альфа ;;OkAlfa-Information
 вопрос по окей альфа ;;OkAlfa-Information
 вопрос по процессу окей альфа ;;OkAlfa-Information
 питання по ок альфа;;OkAlfa-Information
подбор тарифа юридическому лицу ;;Account-Open_Account-Notary
 подбор тарифа частному предпринимателю ;;Account-Open_Account-Notary
 продукт частному предпринимателю;;Account-Open_Account-Notary
процес оформлення рахунку окей альфа приватній особі ;;OkAlfa-Account-Open_Account
 процес оформлення рахунку окей альфа приватній особі;;OkAlfa-Account-Open_Account
підбір тарифу приватному підприємцю ;;FOP-Tariff
 подбор тарифа частному предпринимателю ;;FOP-Tariff
 продукт частному предпринимателю;;FOP-Tariff
тариф приватного підприємця;;FOP-Tariff
продукт приватному підприємцю;;FOP-Product
открытие счета нотариусу ;;Account-Open_Account-Notary
 відкриття рахунку нотаріусу;;Account-Open_Account-Notary
добавить в рабочую группу ;;Working_Group
 додаванная в робочу групу ;;Working_Group
 додати в робочу групу;;Working_Group
продукти;;Products
согласование досрочного расторжения вклада;;Deposit.Early
миттєва розстрочка ;;Instant-InstallmentLoan
 миттєва розстрочка;;Instant-InstallmentLoan
задолженность по ипотеке ;;HomeLoan
 заборгованність по іпотеці;;HomeLoan
перевыпуск;;Reissue
перевести пакет услуг на новые условия;;Account-Change_Offers
сума до повного погашення;;Full-PayOff
доступа сотрудников;;Agent-Access
вопрос по заявке;;Application
открытие счета предпринимателя;;FOP-Account-Open_Account
счета предпринимателя;;FOP-Account
лимиты по картам;;Card-Access_Limit
разблокировка карты;;Card-Blocked
меню ивеэр;;EVR-Menu
ідентифікація клієнта;;Client-Identify
заказ маркетинговых материалов;;Order-Marketing
замороження рахунку;;Account-Freeze
разблокировка счета;;Account-Unblock
занулення іенен клієнта;;Client-INN-Vanish
программа лояльности;;Rewards_Program
робота з физичними особами;;NaturalPerson-Help
робота з ідентификаційними даними клієнта;;Client-Data-Processing
восстановление работоспособности в бидва;;BTwo-Restore
не сформировалась проводка в би два;;BTwo-Unsuccessful-Genatation
проблема с программой сибель;;Sibel-Problem
некоректна фіксація;;Wrong-Fix
мне нужно оформить карту карбон;;CarbonCard-Issue
доступ до системи;;System-Access
возврат переплат;;Overpay-Return
отдел претензионной работы;;Pretentious-Department
управление обеспечения клиентского обслуживания;;ServiceProvider-Department
іпотечне кредитування;;HomeLoan
согласование доступа в программу слолп;;Slolp-Access-Approve
излишки и недостача в кассе;;CashDesk-Trouble
согласование доступов;;Access-Approve
юридический департамнент;;Lawyer-Department
довіреність по картковим рахункам;;Lawyer-Department
операцію мап;;Operation
зануление заявки;;Application-Vanish
начисление бонусов;;Rewards_Program-Transactions
реквизиты для внесения;;Deposits-Details
система слолп;;Slolp
изменение описания счета;;Account-Change_Description
списание средств без выдачи;;Funds-Issue
получить авторизацию по клиенту;;Client-Authorise
програмный комплекс сага;;SAGA-Program
як можна знайти та ознайомитися з тою чи іншою довіреністю;;Attorney-Information
интересует пример доверенности;;Attorney-Information
як можна отримати довіреність для укладання угод від імені банку;;Attorney-Bank
оформлення запиту на виготовлення довіреності;;Attorney-Issue
система автоматизации выдачи и отмены доверенностей;;Attorney-Issue
получение доступа к системе автоматизации выдачи и отмены доверенностей;;Attorney-Issue
получение доступа с правами оформления запроса на изготовление доверенности;;Attorney-Issue
замовлення довіреностей без передбачених повноважень;;Attorney-Issue-Without-Authority
який порядок замовлення довіреностей в пат альфа банк що містять повноваження які не передабчені матрицею повноважень;;Attorney-Issue-Without-Authority
заказа доверенностей содержащие полномочия не предусмотренные матрицей полномочий;;Attorney-Issue-Without-Authority
заказа доверенностей по непредусмотренным полномочиям;;Attorney-Issue-Without-Authority
як отримати оригінал оформленої довіреності;;Attorney-Original
хочу оригинал доверенности ;;Attorney-Original
 получение оригинала доверенности;;Attorney-Original
які строки виготовлення довіреностей від імені Банку;;Attorney-Bank-Term
сколько изготовливается доверенность от имени банка;;Attorney-Bank-Term
сколько времени делается довренность от имени банка;;Attorney-Bank-Term
як отримати посвідчену копію довіреності;;Attorney-Copy
состав наблюдательного совета альфабанк;;CompanySupervisors
состав правления альфабанк;;Company-Board
состав правления альфабанк;;Company-Board
кто является акционером альфабанк;;AlphaBank-Shareholder
какие кредиты являются бланковыми;;Loan-Blank
що таке бланкові кредити;;Loan-Blank
чи необхідно при застави договори поруки;;Guarantee-isRequire-HomeLoan
договор поручительства с залогодателем;;Guarantee-isRequire-HomeLoan
нужно ли заключать дополнительній договор к залога;;Guarantee-isRequire-HomeLoan
нужно ли заключать дополнительній договор поручительства к ипотеки;;Guarantee-isRequire-HomeLoan
процедура заключения договоров ипотеки;;HomeLoan-Agreement
згода іншого з подружжя;;Marriage.Agreement
заява про відсутність шлюбних відносин;;Marriage
согласие другого супруга;;Marriage.Agreement
